date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:37:33	6845/6845	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/resource/project-thumb-6.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/resource/project-thumb-6.jpg	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:33	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b38a27-4d7%22	https://html.kodesolution.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:34	89663/89663	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/jquery.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/jquery.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:35	18593/18593	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/popper.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/popper.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:35	64989/64989	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/jquery.themepunch.revolution.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/jquery.themepunch.revolution.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:36	110419/110419	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/jquery.themepunch.tools.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/jquery.themepunch.tools.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:37	8324/8324	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.actions.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.actions.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:38	7601/7601	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.carousel.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:39	3750/3750	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.kenburn.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:40	55805/55805	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.layeranimation.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:40	26099/26099	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.migration.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.migration.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:41	26099/26099	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.navigation.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:42	10927/10927	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.parallax.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:43	29066/29066	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.slideanims.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:43	26075/26075	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.video.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/plugins/revolution/js/extensions/revolution.extension.video.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:44	2950/2950	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/main-slider-script.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/main-slider-script.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:45	60089/60089	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/bootstrap.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/bootstrap.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:46	154104/154104	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/jquery.fancybox.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/jquery.fancybox.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:48	6299/6299	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/wow.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/wow.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:48	520717/520717	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/jquery-ui.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/jquery-ui.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:48	4228/4228	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/appear.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/appear.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:49	70891/70891	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/select2.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/select2.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:50	138499/138499	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/swiper.min.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/swiper.min.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:52	85303/85303	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/js/owl.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/owl.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:52	19263/19263	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2013%20Jan%202024%2013:31:57%20GMT	https://html.kodesolution.com/2023/immigro-html/js/script.js	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/js/script.js	(from https://html.kodesolution.com/2023/immigro-html/index-2-dark.html)
14:37:53	75690/75690	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/animate.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/animate.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:37:54	4112/4112	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/owl.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/owl.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:37:55	13667/13667	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/swiper.min.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/swiper.min.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:37:56	13735/13735	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/jquery.fancybox.min.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/jquery.fancybox.min.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:37:57	35953/35953	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/jquery-ui.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/jquery-ui.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:37:57	10792/10792	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/linear.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/linear.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:37:58	14966/14966	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/select2.min.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/select2.min.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:37:59	513339/513339	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/fontawesome.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/fontawesome.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:00	7783/7783	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/flaticon.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/flaticon.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:01	83217/83217	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/tm-bs-mp.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/tm-bs-mp.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:01	14434/14434	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:23%20GMT	https://html.kodesolution.com/2023/immigro-html/css/tm-utility-classes.css	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/css/tm-utility-classes.css	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:02	37439/37439	---M--	200	added ('OK')	image/gif	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/preloader.gif	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/preloader.gif	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:04	52689/52689	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-1.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-1.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:04	23662/23662	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-2.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-2.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:05	18773/18773	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-3.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-3.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:06	10802/10802	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-4.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-4.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:08	165591/165591	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-5.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-5.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:08	36234/36234	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-6.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-6.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:09	36428/36428	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-7.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-7.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:10	22867/22867	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-8.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-8.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:11	85090/85090	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-9.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-9.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:12	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:11%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-10.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-10.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:12	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:12%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/icon-dots.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/icon-dots.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:13	2512/2512	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/arrow-up.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/arrow-up.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:13	3212/3212	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/logo-bg.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/logo-bg.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:14	2376/2376	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/main-slider/shape-2.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/main-slider/shape-2.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:16	87250/87250	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-11.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-11.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:16	25484/25484	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/map3.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/map3.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:16	6845/6845	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-10.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-10.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:17	2332/2332	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-2.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-2.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:18	3531/3531	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-4.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-4.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:19	21455/21455	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/map2.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/map2.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:19	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:19%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/line-5.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/line-5.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:20	2508/2508	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-3.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-3.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:21	203620/203620	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/dotted-map-2.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/dotted-map-2.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:22	4006/4006	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-5.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-5.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:23	21149/21149	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-7.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-7.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:24	5218/5218	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-1.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-1.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:24	5383/5383	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-6.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-6.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:25	27106/27106	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/lines.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/lines.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:26	3458/3458	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-8.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-8.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:27	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:27%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-3.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-3.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:28	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:28%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/cat-1-bg.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/cat-1-bg.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:29	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:29%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/cat-2-bg.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/cat-2-bg.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:29	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:29%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/cat-3-bg.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/cat-3-bg.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:30	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:30%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/cat-4-bg.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/cat-4-bg.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:31	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:31%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-8.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-8.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:32	3825/3825	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shape-9.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shape-9.png	(from https://html.kodesolution.com/2023/immigro-html/css/style.css)
14:38:33	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jan%202024%2008:38:33%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/shapes-dark.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/shapes-dark.png	(from https://html.kodesolution.com/2023/immigro-html/css/style-dark.css)
14:38:33	5566/5566	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-1-dark.png	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-1-dark.png	(from https://html.kodesolution.com/2023/immigro-html/css/style-dark.css)
14:38:34	9696/9696	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:24%20GMT	https://html.kodesolution.com/2023/immigro-html/images/icons/pattern-2-dark.jpg	F:/Yeasib%20Movie/SAS%202/html.kodesolution.com/2023/immigro-html/images/icons/pattern-2-dark.jpg	(from https://html.kodesolution.com/2023/immigro-html/css/style-dark.css)
